0,975,wedding,1.0000
1,408,fyp,0.4185
2,165,foryou,0.1692
3,139,bride,0.1426
4,137,weddingtiktok,0.1405
5,119,foryoupage,0.1221
6,92,viral,0.0944
7,71,weddingday,0.0728
8,59,weddingdress,0.0605
9,56,love,0.0574
10,54,fypシ,0.0554
11,45,funny,0.0462
12,37,fy,0.0379
13,35,marriage,0.0359
14,31,groom,0.0318
15,27,bridal,0.0277
16,26,tiktok,0.0267
17,26,dress,0.0267
18,25,weddingvideo,0.0256
19,25,boda,0.0256
Total,975,posts:,
